,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Class
0,586.76105,570.88837,629.1652,746.3787,466.95877,649.6765,402.60876,516.5104,609.1084,368.9833,1415.2072,143.48564,129.61081,174.8753,158.2897,228.54047,263.76306,299.41385,247.69357,227.14551,218.51382,230.5259,1273.8881,514.7648,413.46637,512.9972,796.40045,0
1,1487.082,1482.388,1221.8765,1487.7239,1682.6805,1135.6938,969.5477,1131.0994,1065.9447,1057.5964,1704.4385,1233.5411,992.57874,1075.2766,1167.5327,917.12616,708.3772,1037.7429,820.6934,1010.53577,1073.4473,1230.7682,1961.5056,925.31274,855.3593,1132.3654,919.543,0
2,3997.0864,4725.2944,2437.333,2418.621,2322.398,2069.4275,2468.6133,1780.4132,1530.2422,1308.2653,1476.9349,875.264,688.0627,610.3166,930.8073,835.0371,958.8558,1023.62354,1101.302,1289.206,1427.282,1021.97705,1281.8768,904.46893,667.5056,561.9745,860.41034,0
3,627.12085,236.43054,233.08577,587.6347,345.72708,296.34213,574.97205,246.12138,194.81125,632.9374,1458.0583,206.47812,609.87177,150.9776,177.11778,612.08014,149.39424,153.94519,578.80237,151.09563,160.48817,541.47406,1093.9678,182.5375,469.53372,203.77255,296.8833,0
4,219.91739,146.82297,110.280876,179.04475,194.71243,153.23369,198.42319,133.17293,148.48108,149.94809,932.22046,83.84362,89.161995,142.01312,78.12552,108.43109,72.87042,68.5864,95.28019,75.054344,70.148544,106.647766,851.65466,100.52083,99.84924,131.6719,81.38464,0
5,698.5263,536.7495,623.7883,843.9194,959.9085,2090.3672,709.70447,518.88135,704.6303,646.4247,2077.4902,467.21375,405.40015,711.0834,381.9929,345.9741,477.1152,282.45502,457.27264,367.8651,512.4737,698.2686,1354.5953,223.98712,274.80707,244.83716,307.65,0
6,292.6781,353.57172,192.38736,75.35445,68.663956,214.27824,102.28838,54.33549,51.669857,46.749886,2158.5344,50.530853,33.74165,44.267334,50.834656,81.31282,93.56,41.305145,50.962616,84.78553,40.465885,24.843916,1636.6888,101.87878,81.44937,74.96306,69.38952,0
7,2199.1167,2810.2693,3847.7017,8108.94,6244.074,3899.991,3317.2886,5309.0996,5458.0615,3589.7288,8856.921,10951.092,5847.1094,13949.292,6258.1562,1798.5101,2224.1306,1265.259,1010.9077,1485.9857,1273.4646,1246.3564,3195.2554,453.54642,422.909,657.3036,813.4682,0
8,451.91824,301.8487,268.25607,359.93265,495.62415,376.66986,319.45865,361.7028,404.30374,441.243,1868.0435,247.52797,236.50531,358.08963,274.94226,277.74286,381.04666,207.40248,307.6679,213.8512,261.09238,253.74464,1587.6647,235.71494,254.82718,389.2876,310.01932,0
9,399.30334,276.5888,231.15594,334.013,338.01468,310.6442,338.26324,202.8329,244.15805,266.372,1520.7288,189.8999,144.05827,249.60075,180.85426,172.61713,146.60507,150.77048,156.03687,135.02907,122.80954,169.54028,1200.7485,232.3588,276.55975,113.18526,136.74106,0
10,320.0197,320.08743,271.23175,359.9282,579.6895,432.37546,352.8967,219.7162,155.129,275.40378,1625.4524,138.95651,146.54446,628.4553,476.5314,276.59494,264.27054,86.44728,107.243164,93.01114,357.68433,264.45688,1943.0131,136.96596,266.91522,309.9882,142.11719,0
