,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Class
0,6.4991058357103935,6.325922284087729,6.138347193466841,6.67709762115519,5.94488758778752,6.1353091681019105,5.899482253819668,5.801083710209726,5.686724704643312,6.246202813008029,6.6046749481008575,6.27286520610521,5.46097844276512,5.774673533264348,5.513004343742351,5.885321189584393,5.724808448253377,5.98441078702776,6.059477959689175,5.747849629793031,1.4059842511605725,1.393945876520148,2.3838770831055016,2.1108831459274255,1.1763883383407943,1.1296258573857638,0.9851975561201494,0
1,5.788572093842743,5.847179997248887,5.840762756816012,6.160899886556583,5.959625156748989,5.7851960608809945,5.940320612166925,5.734211975110354,5.8830405363668055,6.028094850089769,6.566515588657883,6.36759361409952,5.4835331493055035,4.8860272173956245,0.29202738299930364,0.39732496930509636,0.469501193558821,0.38245095272935614,0.5796588333246206,0.8031019152387422,0.836626286086488,0.9652375999257556,0.7767699464839269,0.8537981377256326,0.8529237566206013,0.6806083476043002,0.6499266482832428,0
2,5.905922592041506,5.73336974567785,6.452060521971562,6.955895015165785,5.800455422047587,5.792336918973638,6.677263816275589,6.828787776537387,6.3977524671553745,7.122844673825249,6.648116554824316,6.395637740427401,5.132116310411155,6.009853213628873,5.788338811622611,6.255318540072464,6.812785244600058,5.769425216159774,5.044868304523401,6.113437381339492,5.927204742921255,5.399749886921937,6.0257312845081,5.511241720314171,5.015947908440266,6.860444705306257,6.913185520173909,0
3,2.333853868722627,1.9951626479570437,1.695816653997584,1.8020017350583475,2.1381028565294034,2.1458633298190755,2.295416128885293,1.9609601881463035,2.126045800231536,2.6925768702141193,2.4632877527420143,2.3813301610149757,2.4597545503684137,4.29868738058844,4.018457242589176,1.9918813139331029,0.9662804787249561,0.5456351483723662,0.0,0.0,0.0,0.2775367832517752,1.7548512014145599,1.9560684605341532,1.1185161728639224,0.3017769628856381,0.2980879709210883,0
4,2.6690902962921474,2.70860360144708,2.607685180919132,2.5331347681521055,2.6065560500411245,2.786948740362736,2.48161098172722,2.65267234095938,2.401634499043077,2.1643237452197517,2.412197445485044,2.4028284290375943,2.530899979713355,2.8073294754850986,3.2322436877044254,3.433719809868129,3.387868277198905,3.7648829299838296,3.4057501749709953,3.3849268286109897,3.121218453469865,3.2973195671605438,2.4970856384388656,1.9962855660424736,1.9551475592152108,1.929199572426173,2.0843741279671413,0
5,2.293318124121474,6.216139599908108,6.25875539847641,6.256337712526189,1.3751141073315405,1.5267484570754326,1.4919063600498192,1.7388669547924,1.505949349882797,1.58715951618856,1.6301715406305277,1.1718138277663575,1.215787105204206,1.4324841400143633,1.3436186090993836,1.2193908522864245,1.2626614442833617,1.322272001101768,1.3211748630781033,1.4449372997425742,1.5337765020262193,1.5094024024174502,1.7722192484837367,1.8581646563118899,1.3014376124260847,5.590561193757402,5.581986155372054,0
6,2.3429730082471667,6.027109672785812,5.635412294389551,6.4584845428389785,5.39460664666859,6.424050873164826,5.37603053594765,6.087339224777323,6.545684133466948,6.117596770241836,6.643989276367018,2.5721968660160703,2.2861434217807597,2.4934697115331854,2.1150286091732537,2.2187439907228557,5.711289725192089,5.1180002378478235,6.271454379953823,5.611979052460985,5.978528768782956,5.818641155306725,5.8093013566599225,2.4948229155148933,5.859519129655755,5.679131230072604,6.824291327340626,0
7,2.21684130669502,4.840278232315383,5.134541281227355,4.727569470619016,5.476200234565933,3.8071263492278975,4.897559877539526,5.489784935387105,4.823129457568019,5.216922471219849,6.198352824821329,5.1187624567132834,5.326385869119426,5.230778719758216,4.834102353687389,5.148150299149416,6.004569647469476,5.424916798774978,5.164804656690917,5.467076340021539,5.555922332272035,4.507437421726946,5.730469183025318,5.150643180331888,3.3569445033893306,3.2016308507090585,3.486437148955905,0
8,1.1990536323097114,1.1694913469368693,1.0401154732495377,1.1147033709049443,1.3289121315063193,1.5991711128595796,1.6972940389544453,2.0250415059451172,2.0639300672898133,1.5972723462942242,1.6789941851280648,1.5613136518884925,1.7199276504553507,1.940293456234319,1.8019272328161267,1.6746996735017374,1.6649231149949164,1.6167636834629913,1.7170581318807112,1.699841032722432,1.5812565060195003,1.6152548674743166,1.76355630737704,1.8447041383897966,1.7858058822950136,1.657364253776632,1.7076861495711122,0
9,1.1082187640517758,0.9602821411787973,1.20879486083914,3.7178213489504186,3.383502000626732,1.769267223516581,1.217304423545573,1.2422218273354835,1.3878102267956245,1.9648153856604929,1.9581200610304363,1.1466380611335694,1.4937353809493277,1.4079929001657776,1.2653343204203729,1.4209504353757758,1.2634443205643262,1.07317363955398,1.1278555265259553,1.455085883136735,1.4582755193003907,1.3339823955164711,1.2244027874950465,1.1420975654289183,1.2029606180830332,1.2576742910085281,1.2001991454406256,0
