,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Class
0,1059.7578,2659.0266,2321.8018,8773.191,1144.1874,807.644,506.02496,571.8264,5513.4414,695.4462,933.18994,126.90559,278.71796,1747.9398,486.15018,391.32034,458.73224,823.0943,343.80188,518.93,469.1126,1353.8508,3537.8965,2137.9893,1674.3875,1005.59,1390.1233,0
1,341.63284,394.7217,219.31555,361.76215,175.18451,112.58303,5227.182,169.7686,123.69981,8754.259,5413.019,30280.385,80.10825,64.63179,22197.303,90.39318,86.55988,24200.398,7697.497,16063.67,116.445816,136.50198,14587.576,4307.8926,6611.47,83.68276,48.996593,0
2,4079.646,3486.5566,3970.167,5852.268,4903.717,6259.5225,21279.496,15556.382,25694.316,36730.844,1742.7263,1997.0242,4504.697,3477.1968,2810.5298,2799.9302,1120.3057,913.16235,3270.5374,1067.7467,774.4169,1377.1035,2199.972,1413.83,2348.898,1597.3068,1877.5664,0
3,1401.111,738.1875,476.41772,305.58316,384.9815,586.6925,410.40314,356.9963,597.0344,571.69525,1971.706,121.08576,135.42012,3020.9827,342.57913,245.191,1004.3532,647.8706,636.076,1608.7797,802.86584,422.5195,2505.9626,833.14496,1187.7859,106.43874,57.82832,0
4,441.41898,342.0022,321.9698,434.4226,486.9144,492.3221,510.2208,467.2524,483.51004,441.85788,1728.8145,399.47495,370.321,462.1348,300.49127,309.3417,303.64725,331.91788,328.3365,353.97034,319.36673,390.13538,2280.5315,772.8907,798.2258,449.44348,290.6463,0
5,664.6717,437.84302,458.86578,412.72284,413.05096,361.96826,373.09735,453.9205,533.09546,297.6351,1755.8906,262.54504,367.77444,219.38164,206.40076,157.02873,285.28946,260.73004,431.372,263.62558,307.41254,295.42096,1585.5597,286.98343,445.0893,421.8482,327.888,0
6,134.70183,253.65518,283.7019,358.46014,320.52347,349.874,451.89706,289.9952,237.4638,230.35866,1371.9485,544.83813,481.03287,263.5009,203.85063,266.49396,393.7917,293.08652,189.88396,174.7584,227.82059,483.59167,1345.2802,137.7988,119.53196,232.8678,360.01477,0
7,564.41516,573.02704,582.515,708.8147,392.31287,451.91302,987.9483,611.5348,669.1383,703.2349,1232.977,567.2722,369.11508,216.19447,357.34943,234.50496,210.22708,176.3334,1226.463,358.4519,478.16623,825.7378,1110.018,460.33868,508.3298,420.82928,547.95337,0
8,2068.4897,776.0625,1586.4232,388.40082,518.3151,1405.2822,938.001,860.032,181.57909,246.25519,3535.38,290.19574,333.27173,1481.6584,1433.4396,1066.5858,761.01263,1474.3976,245.11832,153.9844,1077.695,505.4048,2682.4058,327.48105,336.1315,1311.8428,171.47015,0
9,1138.1865,1015.0927,1017.5852,1367.283,937.2226,1009.5187,848.4468,1031.6765,1238.8633,884.0414,1644.7799,868.14825,1734.4061,1650.2374,854.36926,851.0105,883.8085,1412.9995,1551.0803,1079.8951,1063.8452,1513.4711,1731.1929,663.8158,640.4266,1873.2927,2230.6675,0
