,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
0,0.07142850775430841,0.06964871194509367,0.07156494079797236,0.07047158796452939,0.10804754284131374,0.09160059358328868,0.0699232790183325,0.05597168651012133,0.06978603000007681,0.03591587053909337,0.04830415312553242,0.04112493281446054,0.03655555822470322,0.03316943552130526,0.03479053706417083,0.032024794187029346,0.03861834642241939,0.053640312630913664,0.0472509895399427,0.035755570823493336,0.04205622193263574,0.03861834642241939,0.05597168651012133,0.06619283157179606,0.047853447713998666,0.04528071453422091,0.052759873262915515,0.04558508056857129,0
1,0.0967938125541449,0.1087772154755769,0.10609455573088886,0.11156093933539904,0.11551897725136856,0.09083373185475942,0.09057771027619874,0.09262029409176448,0.10841256147949267,0.09121738764355906,0.0976725012248719,0.12807991902766053,0.07468471628141661,0.0826687396220894,0.08903732183460215,0.10388470311290543,0.08280002066883899,0.08632371122092719,0.09879893492043199,0.07857054946859815,0.10041953134869627,0.0967938125541449,0.11071593939657069,0.10166102105263547,0.0769689007861398,0.08122090821077993,0.071155440106881,0.08122090821077993,0
2,0.1719779459948973,0.11718570853280448,0.11990829107183658,0.14294631397005378,0.12378163477122192,0.0957868047307239,0.11300506017588852,0.1451707546446948,0.09427062800839914,0.08450159933245292,0.13563596952154616,0.028873878370704306,0.01748427967437153,0.04298296973585437,0.07251810513941825,0.11884521873419295,0.08253740227404388,0.049948574637793376,0.04159115249003626,0.044823297416405845,0.05756108724219541,0.06813360962473466,0.07333253004106263,0.15210468900146673,0.07142850775430841,0.03782783932671668,0.03893356814968123,0.07006045916245952,0
3,0.04830415312553242,0.029876150530389278,0.027357132187211263,0.0205723011579754,0.046192440129626075,0.05784892892756914,0.05539104550123716,0.04282882216503124,0.049501351655517924,0.03186058703228558,0.06647095658331278,0.06577509193278176,0.049799603697705266,0.0312019993749697,0.03940536624784216,0.024445011278281803,0.02870615401324437,0.03687450625387198,0.03607601834882541,0.037986223793623236,0.05009744267865669,0.04159115249003626,0.049501351655517924,0.04710010127243627,0.03782783932671668,0.035755570823493336,0.03877602669107404,0.04081347308883445,0
4,0.08095692278988736,0.043136994378697,0.022875979046570613,0.018767036371704876,0.054225377229199505,0.06254987480944696,0.049501351655517924,0.043136994378697,0.027017816734961144,0.025994731525346544,0.05437140930750218,0.037986223793623236,0.031036907289371373,0.028033267781761184,0.029375879675199005,0.02322639745356066,0.03054054481519841,0.01637111767596711,0.01655756400516461,0.017114678046454217,0.024963660519807966,0.019853861463689785,0.03527375219188531,0.04329089661199243,0.024271654378937933,0.018767036371704876,0.025136076169354614,0.016929339463302162,0
5,0.0076893780255823455,0.0029810261133823564,0.03349496017959307,0.03924823727606607,0.051875962588491455,0.05655088954929171,0.046343996685781305,0.027017816734961144,0.030871634923412147,0.03479053706417083,0.046797993358736786,0.023924218017862427,0.019853861463689785,0.030706181146865776,0.03462915110150068,0.0258234508960799,0.021108064421913965,0.02684784179042432,0.011966324087854712,0.02092976287520086,0.024791012416748352,0.02870615401324437,0.02870615401324437,0.017668551485846666,0.010774086939938999,0.011769039014714086,0.011769039014714086,0.017299656637652438,0
6,0.031366912296393365,0.03861834642241939,0.027864542089195636,0.011769039014714086,0.00661984787747828,0.005300551974123605,0.009763797561800132,0.0041636399359120295,0.003931251581249608,0.0034605811016611746,0.007264478782512086,0.010573308854505751,0.0022412770835659413,0.0027374308468407597,0.0022412770835659413,0.003696944384873212,0.012750131959375749,0.006184824032845104,0.007477392524291315,0.012163066051549397,0.0006400420970954426,0.0,0.006184824032845104,0.017299656637652438,0.017299656637652438,0.014294017924358035,0.003696944384873212,0.0009250876467466172,0
7,0.06978603000007681,0.07576187679401604,0.08306241428910861,0.07481958262002708,0.09057771027619874,0.10449992297289779,0.09477678206745332,0.09729619782944404,0.0957868047307239,0.09528217267072538,0.10999011432153784,0.09465031531997962,0.06647095658331278,0.06437778012988887,0.0710188051935718,0.059282993365191786,0.054808948550841195,0.05495461028284347,0.038460526675923326,0.024963660519807966,0.031036907289371373,0.019492834561669597,0.028873878370704306,0.03153164715604796,0.02128608350077634,0.022172035858000178,0.029709583734827173,0.024963660519807966,0
8,0.029709583734827173,0.017114678046454217,0.01391084958870328,0.006835740708911834,0.019673501242468326,0.046646772868382966,0.046192440129626075,0.037986223793623236,0.04128046811908642,0.031696205042812245,0.03987593849292477,0.035755570823493336,0.021108064421913965,0.025651946800986897,0.033657474721060565,0.02769561190047221,0.031036907289371373,0.029041406555395374,0.018036058232097755,0.019673501242468326,0.025651946800986897,0.025651946800986897,0.03218882755680263,0.0449758861482771,0.024271654378937933,0.024791012416748352,0.035595118401338076,0.024963660519807966,0
9,0.026165790403357866,0.016184292437060155,0.009354991695965612,0.0205723011579754,0.0604241905037862,0.04344467694979886,0.038460526675923326,0.02769561190047221,0.01748427967437153,0.027864542089195636,0.026165790403357866,0.024963660519807966,0.014675414289201754,0.015433099409778267,0.02684784179042432,0.018219301318439803,0.024791012416748352,0.01931185813208795,0.014484934225429907,0.020751176069531547,0.024445011278281803,0.020393135236084953,0.03462915110150068,0.025994731525346544,0.014102658682957203,0.011173818721219527,0.013718583509599331,0.015244301137772686,0
